অংগ্রেজশিংবু	ꯑꯪꯒ꯭ꯔꯦꯖꯁꯤꯡꯕꯨ
অধক্ষ্য	ꯑꯙꯛꯁ꯭ꯌꯥ
অধা	ꯑꯙꯥ
অধানোম	ꯑꯙꯥꯅꯣꯝ
অধামি	ꯑꯙꯥꯃꯤ
অধার	ꯑꯙꯥꯔ
অধারগা	ꯑꯙꯥꯔꯒꯥ
অধারদা	ꯑꯙꯥꯔꯗꯥ
অধারশিং	ꯑꯙꯥꯔꯁꯤꯡ
অধিকার	ꯑꯙꯤꯀꯥꯔ
অধিকারনি	ꯑꯙꯤꯀꯥꯔꯅꯤ
অধিকারি	ꯑꯙꯤꯀꯥꯔꯤ
অধিকারিগী	ꯑꯙꯤꯀꯥꯔꯤꯒꯤ
অধিকারিনা	ꯑꯙꯤꯀꯥꯔꯤꯅꯥ
অধিকারিবু	ꯑꯙꯤꯀꯥꯔꯤꯕꯨ
অধিকারিময়ুম	ꯑꯙꯤꯀꯥꯔꯤꯃꯌꯨꯝ
অধির	ꯑꯙꯤꯔ
অধিল	ꯑꯙꯤꯜ
অধ্যক্ষ	ꯑꯙ꯭ꯌꯛꯁ
অধ্যক্ষগী	ꯑꯙ꯭ꯌꯛꯁꯒꯤ
অধ্যক্ষনা	ꯑꯙ꯭ꯌꯛꯁꯅꯥ
অধ্যক্ষশিং	ꯑꯙ꯭ꯌꯛꯁꯁꯤꯡ
অধ্যক্ষা	ꯑꯙ꯭ꯌꯛꯁꯥ
অন	ꯑꯅ
অনইমপ্লোইমেন্ট	ꯑꯟꯏꯝꯄ꯭ꯂꯣꯢꯃꯦꯟ꯭ꯇ
অনএকাদমিগুম্বা	ꯑꯟꯑꯦꯀꯥꯗꯃꯤꯒꯨꯝꯕꯥ
অনওর্গনাইজ	ꯑꯅꯑꯣꯔꯒꯅꯥꯢꯖ
অনকপদা	ꯑꯅꯛꯄꯗꯥ
অনকিট	ꯑꯟꯀꯤꯠ
অনকিতা	ꯑꯟꯀꯤꯇꯥ
অনচলিক	ꯑꯟꯆꯂꯤꯛ
অনজান	ꯑꯟꯖꯥꯟ
অনজুমান	ꯑꯟꯖꯨꯃꯥꯟ
অনজুমানগী	ꯑꯟꯖꯨꯃꯥꯟꯒꯤ
অনজুমানদা	ꯑꯟꯖꯨꯃꯥꯟꯗꯥ
অনটেদ	ꯑꯟꯇꯦꯗ
অনতাজ	ꯑꯟꯇꯥꯖ
অনতিওদয়া	ꯑꯟꯇꯤꯑꯣꯗꯌꯥ
অনতিল	ꯑꯟꯇꯤꯜ
অনতিলনা	ꯑꯟꯇꯤꯜꯅꯥ
অনতিয়ো	ꯑꯟꯇꯤꯌꯣ
অনত্রিক	ꯑꯟꯇ꯭ꯔꯤꯛ
অনতয়ো	ꯑꯟꯇꯌꯣ
অনদর	ꯑꯟꯗꯔ
অনন্ট	ꯑꯅꯟ꯭ꯇ
অনন্তনাক	ꯑꯅꯟꯇꯅꯥꯛ
অনন্তনাগ	ꯑꯅꯟꯇꯅꯥꯒ
অনন্দ	ꯑꯅꯟ꯭ꯗ
অনন্দকুমারনা	ꯑꯅꯟ꯭ꯗꯀꯨꯃꯥꯔꯅꯥ
অনন্দগী	ꯑꯅꯟ꯭ꯗꯒꯤ
অনন্দদা	ꯑꯅꯟ꯭ꯗꯗꯥ
অনন্দদিবেন	ꯑꯅꯟ꯭ꯗꯗꯤꯕꯦꯟ
অনন্দনা	ꯑꯅꯟ꯭ꯗꯅꯥ
অনন্দা	ꯑꯅꯟꯗꯥ
অনন্দিবেন	ꯑꯅꯟꯗꯤꯕꯦꯟ
অনপাক	ꯑꯟꯄꯥꯛ
অনপুরনা	ꯑꯟꯄꯨꯔꯅꯥ
অনবা	ꯑꯟꯕꯥ
অনলোক	ꯑꯟꯂꯣꯛ
অনলোক্কী	ꯑꯟꯂꯣꯛꯀꯤ
অনশু	ꯑꯟꯁꯨ
অনষ্টার	ꯑꯟꯁ꯭ꯇꯥꯔ
অনসম	ꯑꯟꯁꯝ
অনসানগী	ꯑꯟꯁꯥꯟꯒꯤ
অনসু	ꯑꯟꯁꯨ
অনসেক্যুরদ	ꯑꯟꯁꯦꯀ꯭ꯌꯨꯔꯗ
অনা	ꯑꯅꯥ
অনাগী	ꯑꯅꯥꯒꯤ
অনাদলে	ꯑꯅꯥꯗꯂꯦ
অনাদা	ꯑꯅꯥꯗꯥ
অনাবগী	ꯑꯅꯥꯕꯒꯤ
অনাবদগী	ꯑꯅꯥꯕꯗꯒꯤ
অনাবদা	ꯑꯅꯥꯕꯗꯥ
অনাবদুগী	ꯑꯅꯥꯕꯗꯨꯒꯤ
অনাবনচিংবা	ꯑꯅꯥꯕꯅꯆꯤꯡꯕꯥ
অনাবনা	ꯑꯅꯥꯕꯅꯥ
অনাবশিং	ꯑꯅꯥꯕꯁꯤꯡ
অনাবশিংগসু	ꯑꯅꯥꯕꯁꯤꯡꯒꯁꯨ
অনাবশিংগা	ꯑꯅꯥꯕꯁꯤꯡꯒꯥ
অনাবশিংগী	ꯑꯅꯥꯕꯁꯤꯡꯒꯤ
অনাবশিংগীদমক	ꯑꯅꯥꯕꯁꯤꯡꯒꯤꯗꯃꯛ
অনাবশিংদগী	ꯑꯅꯥꯕꯁꯤꯡꯗꯒꯤ
অনাবশিংদসু	ꯑꯅꯥꯕꯁꯤꯡꯗꯁꯨ
অনাবশিংদা	ꯑꯅꯥꯕꯁꯤꯡꯗꯥ
অনাবশিংদি	ꯑꯅꯥꯕꯁꯤꯡꯗꯤ
অনাবশিংনা	ꯑꯅꯥꯕꯁꯤꯡꯅꯥ
অনাবশিংবু	ꯑꯅꯥꯕꯁꯤꯡꯕꯨ
অনাবা	ꯑꯅꯥꯕꯥ
অনামুল্লাহ	ꯑꯅꯥꯃꯨꯜꯂꯥꯍ
অনাল	ꯑꯅꯥꯜ
অনালোক্কী	ꯑꯅꯥꯂꯣꯛꯀꯤ
অনাশিং	ꯑꯅꯥꯁꯤꯡ
অনি	ꯑꯅꯤ
অনিংবদা	ꯑꯅꯤꯡꯕꯗꯥ
অনিংবসিনা	ꯑꯅꯤꯡꯕꯁꯤꯅꯥ
অনিংবা	ꯑꯅꯤꯡꯕꯥ
অনিখক	ꯑꯅꯤꯈꯛ
অনিখক্কী	ꯑꯅꯤꯈꯛꯀꯤ
অনিখক্তমক	ꯑꯅꯤꯈꯛꯇꯃꯛ
অনিখক্তা	ꯑꯅꯤꯈꯛꯇꯥ
অনিখক্তী	ꯑꯅꯤꯈꯛꯇꯤ
অনিগা	ꯑꯅꯤꯒꯥ
অনিগী	ꯑꯅꯤꯒꯤ
অনিগীনা	ꯑꯅꯤꯒꯤꯅꯥ
অনিটা	ꯑꯅꯤꯇꯥ
অনিতমক	ꯑꯅꯤꯇꯃꯛ
অনিতা	ꯑꯅꯤꯇꯥ
অনিদগী	ꯑꯅꯤꯗꯒꯤ
অনিদগীনা	ꯑꯅꯤꯗꯒꯤꯅꯥ
অনিদদি	ꯑꯅꯤꯗꯗꯤ
অনিদনা	ꯑꯅꯤꯗꯅꯥ
অনিদসু	ꯑꯅꯤꯗꯁꯨ
অনিদা	ꯑꯅꯤꯗꯥ
অনিদি	ꯑꯅꯤꯗꯤ
অনিদু	ꯑꯅꯤꯗꯨ
অনিনসু	ꯑꯅꯤꯅꯁꯨ
অনিনা	ꯑꯅꯤꯅꯥ
অনিনি	ꯑꯅꯤꯅꯤ
অনিবু	ꯑꯅꯤꯕꯨ
অনিমক	ꯑꯅꯤꯃꯛ
অনিমক্কী	ꯑꯅꯤꯃꯛꯀꯤ
অনিমক্তা	ꯑꯅꯤꯃꯛꯇꯥ
অনিমক্নসু	ꯑꯅꯤꯃꯛꯅꯁꯨ
অনিমক্না	ꯑꯅꯤꯃꯛꯅꯥ
অনিমখাইদগী	ꯑꯅꯤꯃꯈꯥꯢꯗꯒꯤ
অনিমখাইদা	ꯑꯅꯤꯃꯈꯥꯢꯗꯥ
অনিমখায়রোম	ꯑꯅꯤꯃꯈꯥꯢꯔꯣꯝ
অনিমুক্কী	ꯑꯅꯤꯃꯨꯛꯀꯤ
অনিরক	ꯑꯅꯤꯔꯛ
অনিরকশুবনি	ꯑꯅꯤꯔꯛꯁꯨꯕꯅꯤ
অনিরকশুবা	ꯑꯅꯤꯔꯛꯁꯨꯕꯥ
অনিরকসুবনি	ꯑꯅꯤꯔꯛꯁꯨꯕꯅꯤ
অনিরকসুবা	ꯑꯅꯤꯔꯛꯁꯨꯕꯥ
অনিরবন	ꯑꯅꯤꯔꯕꯟ
অনিরোম	ꯑꯅꯤꯔꯣꯝ
অনিরোমগী	ꯑꯅꯤꯔꯣꯝꯒꯤ
অনিরোমদমক	ꯑꯅꯤꯔꯣꯝꯗꯃꯛ
অনিরোমদা	ꯑꯅꯤꯔꯣꯝꯗꯥ
অনিরোমনা	ꯑꯅꯤꯔꯣꯝꯅꯥ
অনিরোমসু	ꯑꯅꯤꯔꯣꯝꯁꯨ
অনিল	ꯑꯅꯤꯜ
অনিশুবদনা	ꯑꯅꯤꯁꯨꯕꯗꯅꯥ
অনিশুবদা	ꯑꯅꯤꯁꯨꯕꯗꯥ
অনিশুবনা	ꯑꯅꯤꯁꯨꯕꯅꯥ
অনিশুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনিসিগী	ꯑꯅꯤꯁꯤꯒꯤ
অনিসিদা	ꯑꯅꯤꯁꯤꯗꯥ
অনিসিনা	ꯑꯅꯤꯁꯤꯅꯥ
অনিসু	ꯑꯅꯤꯁꯨ
অনিসুনা	ꯑꯅꯤꯁꯨꯅꯥ
অনিসুব	ꯑꯅꯤꯁꯨꯕ
অনিসুবগী	ꯑꯅꯤꯁꯨꯕꯒꯤ
অনিসুবদা	ꯑꯅꯤꯁꯨꯕꯗꯥ
অনিসুবনি	ꯑꯅꯤꯁꯨꯕꯅꯤ
অনিসুবা	ꯑꯅꯤꯁꯨꯕꯥ
অনু	ꯑꯅꯨ
অনুজ	ꯑꯅꯨꯖ
অনুপম	ꯑꯅꯨꯄꯝ
অনুপমনা	ꯑꯅꯨꯄꯝꯅꯥ
অনুপামাদি	ꯑꯅꯨꯄꯥꯃꯥꯗꯤ
অনুব	ꯑꯅꯨꯕ
অনুরগা	ꯑꯅꯨꯔꯒꯥ
অনুরাক	ꯑꯅꯨꯔꯥꯛ
অনুরাখ	ꯑꯅꯨꯔꯥꯈ
অনুরাগ	ꯑꯅꯨꯔꯥꯒ
অনুরাগনা	ꯑꯅꯨꯔꯥꯒꯅꯥ
অনেম্বা	ꯑꯅꯦꯝꯕꯥ
অনোক	ꯑꯅꯣꯛ
অনৌ	ꯑꯅꯧ
অনৌব	ꯑꯅꯧꯕ
অনৌবা	ꯑꯅꯧꯕꯥ
অনৌবাা	ꯑꯅꯧꯕꯥ
অনৌবী	ꯑꯅꯧꯕꯤ
অন্টরজাতিগী	ꯑꯟꯇꯔꯖꯥꯇꯤꯒꯤ
অন্তনাগ	ꯑꯟꯇꯅꯥꯒ
অন্তরজাতিগী	ꯑꯟꯇꯔꯖꯥꯇꯤꯒꯤ
অন্তাজ	ꯑꯟꯇꯥꯖ
অন্তাজখানসু	ꯑꯟꯇꯥꯖꯈꯥꯟꯁꯨ
অন্তাজনা	ꯑꯟꯇꯥꯖꯅꯥ
অন্তারা	ꯑꯟꯇꯥꯔꯥ
অন্তাস	ꯑꯟꯇꯥꯁ
অন্তিননা	ꯑꯟꯇꯤꯟꯅꯥ
অন্তিল	ꯑꯟꯇꯤꯜ
অন্তোদ্যা	ꯑꯟꯇꯣꯗ꯭ꯌꯥ
অন্তোদয়া	ꯑꯟꯇꯣꯗꯌꯥ
অন্দমান	ꯑꯟꯗꯃꯥꯟ
অন্দমান্দ	ꯑꯟꯗꯃꯥꯟ꯭ꯗ
অন্দর	ꯑꯟꯗꯔ
অন্দরগ্রাউন্দ	ꯑꯟꯗꯔꯒ꯭ꯔꯥꯎꯟ꯭ꯗ
অন্দরগ্রাউন্দশিংবু	ꯑꯟꯗꯔꯒ꯭ꯔꯥꯎꯟ꯭ꯗꯁꯤꯡꯕꯨ
অন্দরগ্রেজুয়েট	ꯑꯟꯗꯔꯒ꯭ꯔꯦꯖꯨꯌꯦꯇ
অন্দরটেক্কিংসকী	ꯑꯟꯗꯔꯇꯦꯛꯀꯤꯡꯁꯀꯤ
অন্দরতেক্কিং	ꯑꯟꯗꯔꯇꯦꯛꯀꯤꯡ
অন্দরপাসতা	ꯑꯟꯗꯔꯄꯥꯁꯇꯥ
অন্দরষ্টেন্দিং	ꯑꯟꯗꯔꯁ꯭ꯇꯦꯟꯗꯤꯡ
অন্দলোক	ꯑꯟꯗꯂꯣꯛ
অন্দলোগা	ꯑꯟꯗꯂꯣꯒꯥ
অন্দলোন	ꯑꯟꯗꯂꯣꯟ
অন্দলোনগা	ꯑꯟꯗꯂꯣꯟꯒꯥ
অন্দলোনগী	ꯑꯟꯗꯂꯣꯟꯒꯤ
অন্দলোনদা	ꯑꯟꯗꯂꯣꯟꯗꯥ
অন্দামান	ꯑꯟꯗꯥꯃꯥꯟ
অন্দোলন	ꯑꯟꯗꯣꯂꯟ
অন্দোলনগী	ꯑꯟꯗꯣꯂꯟꯒꯤ
অন্দোলনদা	ꯑꯟꯗꯣꯂꯟꯗꯥ
অন্দোলনবু	ꯑꯟꯗꯣꯂꯟꯕꯨ
অন্দ্র	ꯑꯟꯗ꯭ꯔ
অন্দ্রো	ꯑꯟꯗ꯭ꯔꯣ
অন্দ্রোগী	ꯑꯟꯗ꯭ꯔꯣꯒꯤ
অন্দ্রোনা	ꯑꯟꯗ꯭ꯔꯣꯅꯥ
অন্ধ	ꯑꯟꯙ
অন্ধ্র	ꯑꯟꯙ꯭ꯔ
অন্ন	ꯑꯟꯅ
অন্নপুরনা	ꯑꯟꯅꯄꯨꯔꯅꯥ
অন্না	ꯑꯟꯅꯥ
অন্সার	ꯑꯟꯁꯥꯔ
অন্সারি	ꯑꯟꯁꯥꯔꯤ
অন্সু	ꯑꯟꯁꯨ
অনৱারি	ꯑꯟꯋꯥꯔꯤ
অপ	ꯑꯞ
অপকমিং	ꯑꯞꯀꯃꯤꯡ
অপকা	ꯑꯞꯀꯥ
অপকী	ꯑꯞꯀꯤ
অপকীদমক	ꯑꯞꯀꯤꯗꯃꯛ
অপগ্রেট	ꯑꯞꯒ꯭ꯔꯦꯇ
অপগ্রেদ	ꯑꯞꯒ꯭ꯔꯦꯗ
অপগ্রেদেসন	ꯑꯞꯒ꯭ꯔꯦꯗꯦꯁꯟ
অপদা	ꯑꯞꯗꯥ
অপদেট	ꯑꯞꯗꯦꯇ
অপদেদ	ꯑꯞꯗꯦꯗ
অপদেসন	ꯑꯞꯗꯦꯁꯟ
অপন	ꯑꯄꯟ
অপনগী	ꯑꯄꯟꯒꯤ
অপনচিংবা	ꯑꯞꯅꯆꯤꯡꯕꯥ
অপনদি	ꯑꯄꯟꯗꯤ
অপনবশিং	ꯑꯄꯟꯕꯁꯤꯡ
অপনবা	ꯑꯄꯟꯕꯥ
অপনশিং	ꯑꯄꯟꯁꯤꯡ
অপনা	ꯑꯄꯅꯥ
অপনি	ꯑꯄꯅꯤ
অপর	ꯑꯄꯔ
অপরাইজিং	ꯑꯞꯔꯥꯢꯖꯤꯡ
অপরানজি	ꯑꯄꯔꯥꯟꯖꯤ
অপলিপমেন্ট	ꯑꯞꯂꯤꯞꯃꯦꯟ꯭ꯇ
অপলিফমেন্ট	ꯑꯞꯂꯤꯐꯃꯦꯟ꯭ꯇ
অপলিবমেন্ট	ꯑꯞꯂꯤꯕꯃꯦꯟ꯭ꯇ
অপলিমেন্ট	ꯑꯞꯂꯤꯃꯦꯟ꯭ꯇ
অপলোট	ꯑꯞꯂꯣꯇ
অপলোদ	ꯑꯞꯂꯣꯗ
অপস	ꯑꯄꯁ
অপা	ꯑꯄꯥ
অপাগী	ꯑꯄꯥꯒꯤ
অপাম্বদি	ꯑꯄꯥꯝꯕꯗꯤ
অপাম্বদু	ꯑꯄꯥꯝꯕꯗꯨ
অপাম্বনি	ꯑꯄꯥꯝꯕꯅꯤ
অপাম্বশিং	ꯑꯄꯥꯝꯕꯁꯤꯡ
অপাম্বসু	ꯑꯄꯥꯝꯕꯁꯨ
অপাম্বা	ꯑꯄꯥꯝꯕꯥ
অপাশিং	ꯑꯄꯥꯁꯤꯡ
অপাশিংগী	ꯑꯄꯥꯁꯤꯡꯒꯤ
অপিক	ꯑꯄꯤꯛ
অপিকপা	ꯑꯄꯤꯛꯄꯥ
অপিনজাং	ꯑꯄꯤꯟꯖꯥꯡ
অপিবা	ꯑꯄꯤꯕꯥ
অপিল	ꯑꯄꯤꯜ
অপুন	ꯑꯄꯨꯟ
অপুনদি	ꯑꯄꯨꯟꯗꯤ
অপুনপা	ꯑꯄꯨꯟꯄꯥ
অপুনব	ꯑꯄꯨꯟꯕ
অপুনবগা	ꯑꯄꯨꯟꯕꯒꯥ
অপুনবগী	ꯑꯄꯨꯟꯕꯒꯤ
অপুনবদা	ꯑꯄꯨꯟꯕꯗꯥ
অপুনবনা	ꯑꯄꯨꯟꯕꯅꯥ
অপুনবা	ꯑꯄꯨꯟꯕꯥ
অপুনবাা	ꯑꯄꯨꯟꯕꯥ
অপুনা	ꯑꯄꯨꯅꯥ
অপুন্নবা	ꯑꯄꯨꯟꯅꯕꯥ
অপুরবি	ꯑꯄꯨꯔꯕꯤ
অপেন	ꯑꯄꯦꯟ
অপেনবা	ꯑꯄꯦꯟꯕꯥ
অপোকপা	ꯑꯄꯣꯛꯄꯥ
অপোকপী	ꯑꯄꯣꯛꯄꯤ
অপোকপীগা	ꯑꯄꯣꯛꯄꯤꯒꯥ
অপৌ	ꯑꯄꯧ
অপ্পর	ꯑꯞꯄꯔ
অপ্রাজিতাগুম্বা	ꯑꯄ꯭ꯔꯥꯖꯤꯇꯥꯒꯨꯝꯕꯥ
অপ্লিমেন্ট	ꯑꯞꯂꯤꯃꯦꯟ꯭ꯇ
অপৱন	ꯑꯞꯋꯟ
অফ	ꯑꯐ
অফংবা	ꯑꯐꯪꯕꯥ
অফগান	ꯑꯐꯒꯥꯟ
অফগানগী	ꯑꯐꯒꯥꯟꯒꯤ
অফগানিষ্টান	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟ
অফগানিষ্টানদা	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟꯗꯥ
অফগানিস্তাদা	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯗꯥ
অফগানিস্তান	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯅ
অফগানিস্তানগী	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟꯒꯤ
অফগানিস্তানদগী	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟꯗꯒꯤ
অফগানিস্তানদা	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟꯗꯥ
অফগানিস্তাননা	ꯑꯐꯒꯥꯅꯤꯁ꯭ꯇꯥꯟꯅꯥ
অফবনা	ꯑꯐꯕꯅꯥ
অফবা	ꯑꯐꯕꯥ
অফসার	ꯑꯐꯁꯥꯔ
অফস্পা	ꯑꯐꯁꯄꯥ
অফস্পাগী	ꯑꯐꯁꯄꯥꯒꯤ
অফস্পানা	ꯑꯐꯁꯄꯥꯅꯥ
অফা	ꯑꯐꯥ
অফাউবা	ꯑꯐꯥꯎꯕꯥ
অফাও	ꯑꯐꯥꯎ
অফোংবা	ꯑꯐꯣꯡꯕꯥ
অফ্রিকাদগীনি	ꯑꯐ꯭ꯔꯤꯀꯥꯗꯒꯤꯅꯤ
অবতার	ꯑꯕꯇꯥꯔ
অবতারনি	ꯑꯕꯇꯥꯔꯅꯤ
অবদুল	ꯑꯕꯗꯨꯜ
অবদুলহমিট	ꯑꯕꯗꯨꯜꯍꯃꯤꯠ
অবদুলা	ꯑꯕꯗꯨꯂꯥ
অবদুল্লা	ꯑꯕꯗꯨꯜꯂꯥ
অবদেল	ꯑꯕꯗꯦꯜ
অবা	ꯑꯕꯥ
অবাগী	ꯑꯕꯥꯒꯤ
অবানি	ꯑꯕꯥꯅꯤ
অবানিগী	ꯑꯕꯥꯅꯤꯒꯤ
অবাবা	ꯑꯕꯥꯕꯥ
অবার্ন	ꯑꯕꯥꯔ꯭ꯅ
অবার্নগী	ꯑꯕꯥꯔ꯭ꯅꯒꯤ
অবার্নসু	ꯑꯕꯥꯔ꯭ꯅꯁꯨ
অবাস	ꯑꯕꯥꯁ
অবিধামা	ꯑꯕꯤꯙꯥꯃꯥ
অবির	ꯑꯕꯤꯔ
অবিশেখ	ꯑꯕꯤꯁꯦꯈ
অবু	ꯑꯕꯨ
অবুঙো	ꯑꯕꯨꯉꯣ
অবুজম	ꯑꯕꯨꯖꯝ
অবুদাবিগী	ꯑꯕꯨꯗꯥꯕꯤꯒꯤ
অবুদাবিদা	ꯑꯕꯨꯗꯥꯕꯤꯗꯥ
অবুধাবিদা	ꯑꯕꯨꯙꯥꯕꯤꯗꯥ
অবে	ꯑꯕꯦ
অবেদসু	ꯑꯕꯦꯗꯁꯨ
অবেম্মা	ꯑꯕꯦꯝꯃꯥ
অবের	ꯑꯕꯦꯔ
অবোনপুঞ্চিগী	ꯑꯕꯣꯟꯄꯨꯟꯆꯤꯒꯤ
অবোনমাই	ꯑꯕꯣꯟꯃꯥꯢ
অবোনমাইগী	ꯑꯕꯣꯟꯃꯥꯢꯒꯤ
অবোনমৈ	ꯑꯕꯣꯟꯃꯩ
অবোনমৈগী	ꯑꯕꯣꯟꯃꯩꯒꯤ
অবোনমৈনা	ꯑꯕꯣꯟꯃꯩꯅꯥ
অবোনমৈবু	ꯑꯕꯣꯟꯃꯩꯕꯨ
অবোমাইবু	ꯑꯕꯣꯃꯥꯢꯕꯨ
অবোমৈ	ꯑꯕꯣꯃꯩ
অব্দুল	ꯑꯕꯗꯨꯜ
অব্দুলা	ꯑꯕꯗꯨꯂꯥ
অব্দুলাজিস	ꯑꯕꯗꯨꯂꯥꯖꯤꯁ
অব্দুলানা	ꯑꯕꯗꯨꯂꯥꯅꯥ
অব্দুলাহ	ꯑꯕꯗꯨꯂꯥꯍ
অব্রাহমগা	ꯑꯕ꯭ꯔꯥꯍꯝꯒꯥ
অভা	ꯑꯚꯥ
অভানি	ꯑꯚꯥꯅꯤ
অভিজিৎ	ꯑꯚꯤꯖꯤꯠ
অভিধম্মা	ꯑꯚꯤꯙꯝꯃꯥ
অভিনাথ	ꯑꯚꯤꯅꯥꯊ
অভিনাব	ꯑꯚꯤꯅꯥꯕ
অভিশেখ	ꯑꯚꯤꯁꯦꯈ
অভিসেক	ꯑꯚꯤꯁꯦꯛ
অভিয়ান	ꯑꯚꯤꯌꯥꯟ
অভিয়ানগা	ꯑꯚꯤꯌꯥꯟꯒꯥ
অভিয়ানগী	ꯑꯚꯤꯌꯥꯟꯒꯤ
অভিয়ানচিংবা	ꯑꯚꯤꯌꯥꯟꯆꯤꯡꯕꯥ
অভিয়ানদসু	ꯑꯚꯤꯌꯥꯟꯗꯁꯨ
অভিয়ানসু	ꯑꯚꯤꯌꯥꯟꯁꯨ
অভিয়ান্না	ꯑꯚꯤꯌꯥꯟꯅꯥ
অভিয়াস	ꯑꯚꯤꯌꯥꯁ
অভে	ꯑꯚꯦ
অভৈ	ꯑꯚꯩ
অভয়	ꯑꯚꯌ
অম	ꯑꯝ
অমকপা	ꯑꯃꯛꯄꯥ
অমক্পা	ꯑꯃꯛꯄꯥ
অমখক	ꯑꯝꯈꯛ
অমখক্কী	ꯑꯝꯈꯛꯀꯤ
অমখক্ত	ꯑꯝꯈꯛꯇ
অমখক্তং	ꯑꯝꯈꯛꯇꯪ
অমখক্তংদা	ꯑꯝꯈꯛꯇꯪꯗꯥ
অমখক্তগী	ꯑꯝꯈꯛꯇꯒꯤ
অমখক্তদা	ꯑꯝꯈꯛꯇꯗꯥ
অমখক্তমক	ꯑꯝꯈꯛꯇꯃꯛ
অমখক্তা	ꯑꯝꯈꯛꯇꯥ
অমখক্না	ꯑꯝꯈꯛꯅꯥ
অমগ	ꯑꯝꯒ
অমগগী	ꯑꯝꯒꯒꯤ
অমগদা	ꯑꯝꯒꯗꯥ
অমগনা	ꯑꯝꯒꯅꯥ
অমগনি	ꯑꯝꯒꯅꯤ
অমগসু	ꯑꯝꯒꯁꯨ
অমগা	ꯑꯝꯒꯥ
অমগী	ꯑꯝꯒꯤ
অমগীদমক	ꯑꯝꯒꯤꯗꯃꯛ
অমগীনা	ꯑꯝꯒꯤꯅꯥ
অমগীনি	ꯑꯝꯒꯤꯅꯤ
অমগীসু	ꯑꯝꯒꯤꯁꯨ
অমগুম	ꯑꯝꯒꯨꯝ
অমগুম্না	ꯑꯝꯒꯨꯝꯅꯥ
অমগুম্বনি	ꯑꯝꯒꯨꯝꯕꯅꯤ
অমগুম্বা	ꯑꯝꯒꯨꯝꯕꯥ
অমজু	ꯑꯝꯖꯨ
অমজুগী	ꯑꯝꯖꯨꯒꯤ
অমতং	ꯑꯝꯇꯪ
অমতম	ꯑꯝꯇꯝ
অমতমক	ꯑꯝꯇꯃꯛ
অমত্ত	ꯑꯃꯠꯇ
অমত্তং	ꯑꯃꯠꯇꯪ
অমত্তগা	ꯑꯃꯠꯇꯒꯥ
অমত্তগী	ꯑꯃꯠꯇꯒꯤ
অমত্তদা	ꯑꯃꯠꯇꯗꯥ
অমত্তনসু	ꯑꯃꯠꯇꯅꯁꯨ
অমত্তনা	ꯑꯃꯠꯇꯅꯥ
অমত্তনি	ꯑꯃꯠꯇꯅꯤ
অমত্তসু	ꯑꯃꯠꯇꯁꯨ
অমত্তা	ꯑꯃꯠꯇꯥ
অমদ	ꯑꯝꯗ
অমদগী	ꯑꯝꯗꯒꯤ
অমদগীদি	ꯑꯝꯗꯒꯤꯗꯤ
অমদনা	ꯑꯝꯗꯅꯥ
অমদনি	ꯑꯝꯗꯅꯤ
অমদসু	ꯑꯝꯗꯁꯨ
অমদা	ꯑꯝꯗꯥ
অমদাগী	ꯑꯝꯗꯥꯒꯤ
অমদাা	ꯑꯝꯗꯥ
অমদি	ꯑꯝꯗꯤ
অমদু	ꯑꯝꯗꯨ
অমদুগা	ꯑꯝꯗꯨꯒꯥ
অমদুনা	ꯑꯝꯗꯨꯅꯥ
অমন	ꯑꯃꯟ
অমনবা	ꯑꯃꯟꯕꯥ
অমনসু	ꯑꯃꯅꯁꯨ
অমনা	ꯑꯝꯅꯥ
অমনি	ꯑꯝꯅꯤ
অমফা	ꯑꯝꯐꯥ
অমবু	ꯑꯃꯕꯨ
অমবেদক	ꯑꯝꯕꯦꯗꯛ
অমবেদকর	ꯑꯝꯕꯦꯗꯀꯔ
অমবেদকরগী	ꯑꯝꯕꯦꯗꯀꯔꯒꯤ
অমবেদকরদা	ꯑꯝꯕꯦꯗꯀꯔꯗꯥ
অমবেদকরনা	ꯑꯝꯕꯦꯗꯀꯔꯅꯥ
অমব্রেলা	ꯑꯝꯕ꯭ꯔꯦꯂꯥ
অমমদা	ꯑꯃꯝꯗꯥ
অমমনা	ꯑꯃꯝꯅꯥ
অমমনি	ꯑꯃꯝꯅꯤ
অমমম	ꯑꯃꯃꯝ
অমমমগী	ꯑꯃꯃꯝꯒꯤ
অমমমতং	ꯑꯃꯃꯝꯇꯪ
অমমমতমক	ꯑꯃꯃꯝꯇꯃꯛ
অমমমতা	ꯑꯃꯃꯝꯇꯥ
অমমমদগী	ꯑꯃꯃꯝꯗꯒꯤ
অমমমদগীনা	ꯑꯃꯃꯝꯗꯒꯤꯅꯥ
অমমমদা	ꯑꯃꯃꯝꯗꯥ
অমমমদি	ꯑꯃꯃꯝꯗꯤ
