lang1,lang2
অতৎ,ꯑꯇꯠ
অথংবা,ꯑꯊꯪꯕꯥ
অথক,ꯑꯊꯛ
অথকশিং,ꯑꯊꯛꯁꯤꯡ
অথক্লা,ꯑꯊꯛ꯭ꯜꯥ
অথন্বা,ꯑꯊꯟ꯭ꯕꯥ
অথাপ্পা,ꯑꯊꯥꯞꯄꯥ
অথাবা,ꯑꯊꯥꯕꯥ
অথিংবদি,ꯑꯊꯤꯡꯕꯗꯤ
অথিংবশিং,ꯑꯊꯤꯡꯕꯁꯤꯡ
অথিংবসি,ꯑꯊꯤꯡꯕꯁꯤ
অথিংবসু,ꯑꯊꯤꯡꯕꯁꯨ
অথিংবা,ꯑꯊꯤꯡꯕꯥ
অথু,ꯑꯊꯨ
অথুপ,ꯑꯊꯨꯞ
অথুব,ꯑꯊꯨꯕ
অথুবদ,ꯑꯊꯨꯕꯗ
অথুবদা,ꯑꯊꯨꯕꯗꯥ
অথুবা,ꯑꯊꯨꯕꯥ
অথুম,ꯑꯊꯨꯝ
অথুম্,ꯑꯊꯨꯝ
অথুম্নগা,ꯑꯊꯨꯝ꯭ꯟꯒꯥ
অথুৱন,ꯑꯊꯨꯟ
অথুৱান,ꯑꯊꯨꯋꯥꯟ
অথুৱালে,ꯑꯊꯨꯋꯥꯂꯦ
অথূপ্পা,ꯑꯊꯨꯞꯄꯥ
অথেংনবদা,ꯑꯊꯦꯡꯅꯕꯗꯥ
অথেংবদা,ꯑꯊꯦꯡꯕꯗꯥ
অথেংবা,ꯑꯊꯦꯡꯕꯥ
অথেঙ্বদা,ꯑꯊꯦꯡ꯭ꯕꯗꯥ
অথেঙ্বা,ꯑꯊꯦꯡ꯭ꯕꯥ
অথোংবা,ꯑꯊꯣꯡꯕꯥ
অথোই,ꯑꯊꯣꯢ
অথোইবনা,ꯑꯊꯣꯢꯕꯅꯥ
অথোইবনি,ꯑꯊꯣꯢꯕꯅꯤ
অথোইবা,ꯑꯊꯣꯢꯕꯥ
অথোকপম,ꯑꯊꯣꯛꯞꯝ
অথোকপমগী,ꯑꯊꯣꯛꯞꯝꯒꯤ
অথোকপমদা,ꯑꯊꯣꯛꯞꯝꯗꯥ
অথোকপমনচিংবা,ꯑꯊꯣꯛꯞꯝꯟꯆꯤꯡꯕꯥ
অথোকপমনা,ꯑꯊꯣꯛꯞꯝꯅꯥ
অথোন,ꯑꯊꯣꯟ
অথোরিতনা,ꯑꯊꯣꯔꯤꯠꯅꯥ
অথোরিতিগী,ꯑꯊꯣꯔꯤꯇꯤꯒꯤ
অথোরিতিদা,ꯑꯊꯣꯔꯤꯇꯤꯗꯥ
অথোরিতিশিংগী,ꯑꯊꯣꯔꯤꯇꯤꯁꯤꯡꯒꯤ
অথোৱান,ꯑꯊꯣꯋꯥꯟ
অথৌ,ꯑꯊꯧ
অথৌবনা,ꯑꯊꯧꯕꯅꯥ
অথৌববু,ꯑꯊꯧꯕꯕꯨ
অথৌবশিং,ꯑꯊꯧꯕꯁꯤꯡ
অথৌবশিংগী,ꯑꯊꯧꯕꯁꯤꯡꯒꯤ
অথৌবশিংদা,ꯑꯊꯧꯕꯁꯤꯡꯗꯥ
অথৌবশিংনা,ꯑꯊꯧꯕꯁꯤꯡꯅꯥ
অথৌবশিংবু,ꯑꯊꯧꯕꯁꯤꯡꯕꯨ
অথৌবা,ꯑꯊꯧꯕꯥ
অথৌবাশিং,ꯑꯊꯧꯕꯥꯁꯤꯡ
অথৌবি,ꯑꯊꯧꯕꯤ
অথৌশিং,ꯑꯊꯧꯁꯤꯡ
অথৌশিংনা,ꯑꯊꯧꯁꯤꯡꯅꯥ
অথৱালেনা,ꯑꯊꯋꯥꯂꯦꯅꯥ
অদগী,ꯑꯗꯒꯤ
অদনান,ꯑꯗꯅꯥꯟ
অদবানি,ꯑꯗꯕꯥꯅꯤ
অদবানিনচিংবা,ꯑꯗꯕꯥꯅꯤꯟꯆꯤꯡꯕꯥ
অদবৈতা,ꯑꯗꯕꯩꯇꯥ
অদভেতা,ꯑꯗꯚꯦꯇꯥ
অদর,ꯑꯗꯔ
অদর্স,ꯑꯗꯔ꯭ꯁ
অদা,ꯑꯗꯥ
অদানানা,ꯑꯗꯥꯅꯥꯅꯥ
অদানি,ꯑꯗꯥꯅꯤ
অদানিগা,ꯑꯗꯥꯅꯤꯒꯥ
অদানিনা,ꯑꯗꯥꯅꯤꯅꯥ
অদানোম,ꯑꯗꯥꯅꯣꯝ
অদারি,ꯑꯗꯥꯔꯤ
অদালট,ꯑꯗꯥꯜꯠ
অদালটকী,ꯑꯗꯥꯜꯠꯀꯤ
অদালটসু,ꯑꯗꯥꯜꯠꯁꯨ
অদালত,ꯑꯗꯥꯜꯠ
অদিতি,ꯑꯗꯤꯇꯤ
অদিতিনা,ꯑꯗꯤꯇꯤꯅꯥ
অদিত্য,ꯑꯗꯤꯠ꯭ꯢ
অদিত্যনাথ,ꯑꯗꯤꯠ꯭ꯢꯅꯥꯊ
অদিত্যনাথকী,ꯑꯗꯤꯠ꯭ꯢꯅꯥꯊꯀꯤ
অদিত্যনাথন,ꯑꯗꯤꯠ꯭ꯢꯅꯥꯊꯟ
অদিত্যনাথনচিংবা,ꯑꯗꯤꯠ꯭ꯢꯅꯥꯊꯟꯆꯤꯡꯕꯥ
অদিত্যনাথনা,ꯑꯗꯤꯠ꯭ꯢꯅꯥꯊꯅꯥ
অদিত্যনাথসু,ꯑꯗꯤꯠ꯭ꯢꯅꯥꯊꯁꯨ
অদিত্যা,ꯑꯗꯤꯠ꯭ꯢꯥ
অদিত্যানাথ,ꯑꯗꯤꯠ꯭ꯢꯥꯅꯥꯊ
অদিত্যানাথনা,ꯑꯗꯤꯠ꯭ꯢꯥꯅꯥꯊꯅꯥ
অদিপ,ꯑꯗꯤꯞ
অদিবাসি,ꯑꯗꯤꯕꯥꯁꯤ
অদিল,ꯑꯗꯤꯜ
অদু,ꯑꯗꯨ
অদুই,ꯑꯗꯨꯢ
অদুইনা,ꯑꯗꯨꯢꯅꯥ
অদুওইনমক,ꯑꯗꯨꯣꯢꯟꯝꯛ
অদুক,ꯑꯗꯨꯛ
অদুকা,ꯑꯗꯨꯀꯥ
অদুক্,ꯑꯗꯨꯛ
অদুক্কী,ꯑꯗꯨꯛꯀꯤ
অদুখক্তদা,ꯑꯗꯨꯈꯛꯇꯗꯥ
অদুখক্তা,ꯑꯗꯨꯈꯛꯇꯥ
অদুগ,ꯑꯗꯨꯒ
অদুগনা,ꯑꯗꯨꯒꯅꯥ
অদুগা,ꯑꯗꯨꯒꯥ
অদুগি,ꯑꯗꯨꯒꯤ
অদুগী,ꯑꯗꯨꯒꯤ
অদুগীদমক,ꯑꯗꯨꯒꯤꯗꯝꯛ
অদুগীদমকক,ꯑꯗꯨꯒꯤꯗꯝꯛꯛ
অদুগীদমকসু,ꯑꯗꯨꯒꯤꯗꯝꯛꯁꯨ
অদুগীদমক্তবু,ꯑꯗꯨꯒꯤꯗꯝꯛꯇꯕꯨ
অদুগীদমক্তসু,ꯑꯗꯨꯒꯤꯗꯝꯛꯇꯁꯨ
অদুগীদমক্তা,ꯑꯗꯨꯒꯤꯗꯝꯛꯇꯥ
অদুগীসু,ꯑꯗꯨꯒꯤꯁꯨ
অদুগুম্না,ꯑꯗꯨꯒꯨꯝ꯭ꯟꯥ
অদুগুম্বা,ꯑꯗꯨꯒꯨꯝ꯭ꯕꯥ
অদুঙৈ,ꯑꯗꯨꯉꯩ
অদুঙৈগী,ꯑꯗꯨꯉꯩꯒꯤ
অদুতংদি,ꯑꯗꯨꯇꯪꯗꯤ
অদুতদি,ꯑꯗꯨꯠꯗꯤ
অদুতনি,ꯑꯗꯨꯠꯅꯤ
অদুদ,ꯑꯗꯨꯗ
অদুদগী,ꯑꯗꯨꯗꯒꯤ
অদুদগীদি,ꯑꯗꯨꯗꯒꯤꯗꯤ
অদুদগীনি,ꯑꯗꯨꯗꯒꯤꯅꯤ
অদুদগীসু,ꯑꯗꯨꯗꯒꯤꯁꯨ
অদুদদি,ꯑꯗꯨꯗꯗꯤ
অদুদনা,ꯑꯗꯨꯗꯅꯥ
অদুদসু,ꯑꯗꯨꯗꯁꯨ
অদুদা,ꯑꯗꯨꯗꯥ
অদুদাা,ꯑꯗꯨꯗꯥꯥ
অদুদি,ꯑꯗꯨꯗꯤ
অদুদুনা,ꯑꯗꯨꯗꯨꯅꯥ
অদুদৈ,ꯑꯗꯨꯗꯩ
অদুদৈদি,ꯑꯗꯨꯗꯩꯗꯤ
অদুন,ꯑꯗꯨꯟ
অদুনদি,ꯑꯗꯨꯟꯗꯤ
অদুননি,ꯑꯗꯨꯟꯅꯤ
অদুনা,ꯑꯗꯨꯅꯥ
অদুনি,ꯑꯗꯨꯅꯤ
অদুনিমহাত্মা,ꯑꯗꯨꯅꯤꯝꯍꯥꯠ꯭ꯝꯥ
অদুনোভনা,ꯑꯗꯨꯅꯣꯚꯅꯥ
অদুবু,ꯑꯗꯨꯕꯨ
অদুবুদি,ꯑꯗꯨꯕꯨꯗꯤ
অদুবুনা,ꯑꯗꯨꯕꯨꯅꯥ
অদুবুনি,ꯑꯗꯨꯕꯨꯅꯤ
অদুবুসু,ꯑꯗꯨꯕꯨꯁꯨ
অদুবুু,ꯑꯗꯨꯕꯨꯨ
অদুবূ,ꯑꯗꯨꯕꯨ
অদুম,ꯑꯗꯨꯝ
অদুমওইনমক,ꯑꯗꯨꯝꯣꯢꯟꯝꯛ
অদুমক,ꯑꯗꯨꯝꯛ
অদুমকপু,ꯑꯗꯨꯝꯛꯄꯨ
অদুমক্,ꯑꯗꯨꯝꯛ
অদুমক্কী,ꯑꯗꯨꯝꯛꯀꯤ
অদুমক্তদগী,ꯑꯗꯨꯝꯛꯇꯗꯒꯤ
অদুমক্তদসু,ꯑꯗꯨꯝꯛꯇꯗꯁꯨ
অদুমক্তদা,ꯑꯗꯨꯝꯛꯇꯗꯥ
অদুমক্তনা,ꯑꯗꯨꯝꯛꯇꯅꯥ
অদুমক্তা,ꯑꯗꯨꯝꯛꯇꯥ
অদুমক্পু,ꯑꯗꯨꯝꯛꯄꯨ
অদুমা,ꯑꯗꯨꯃꯥ
অদুম্,ꯑꯗꯨꯝ
অদুম্নদি,ꯑꯗꯨꯝ꯭ꯟꯗꯤ
অদুম্না,ꯑꯗꯨꯝ꯭ꯟꯥ
অদুম্মক,ꯑꯗꯨꯝꯃꯛ
অদুম্মকনি,ꯑꯗꯨꯝꯃꯛꯅꯤ
অদুম্মকপু,ꯑꯗꯨꯝꯃꯛꯄꯨ
অদুসু,ꯑꯗꯨꯁꯨ
অদুুগা,ꯑꯗꯨꯨꯒꯥ
অদুুদা,ꯑꯗꯨꯨꯗꯥ
অদুুদি,ꯑꯗꯨꯨꯗꯤ
অদুুবু,ꯑꯗꯨꯨꯕꯨ
অদুূগী,ꯑꯗꯨꯨꯒꯤ
অদুৱাইদকা,ꯑꯗꯨꯋꯥꯢꯗꯀꯥ
অদুৱাইদদি,ꯑꯗꯨꯋꯥꯢꯗꯗꯤ
অদুৱাইদা,ꯑꯗꯨꯋꯥꯢꯗꯥ
অদুৱায়্দা,ꯑꯗꯨꯋꯥꯢ꯭ꯗꯥ
অদূ,ꯑꯗꯨ
অদূগা,ꯑꯗꯨꯒꯥ
অদূগী,ꯑꯗꯨꯒꯤ
অদূদা,ꯑꯗꯨꯗꯥ
অদো,ꯑꯗꯣ
অদোম,ꯑꯗꯣꯝ
অদোমগী,ꯑꯗꯣꯝꯒꯤ
অদোমদা,ꯑꯗꯣꯝꯗꯥ
অদোমনা,ꯑꯗꯣꯝꯅꯥ
অদোমসু,ꯑꯗꯣꯝꯁꯨ
অদোম্গী,ꯑꯗꯣꯝ꯭ꯒꯤ
অদোম্দা,ꯑꯗꯣꯝ꯭ꯗꯥ
অদোম্না,ꯑꯗꯣꯝ꯭ꯟꯥ
অদ্দা,ꯑꯗꯗꯥ
অদ্দু,ꯑꯗꯗꯨ
অদৱাইগী,ꯑꯗꯋꯥꯢꯒꯤ
অধক্ষা,ꯑꯙꯛ꯭ꯁꯥ
অধক্ষ্য,ꯑꯙꯛ꯭ꯁ꯭ꯢ
অধা,ꯑꯙꯥ
অধানোম,ꯑꯙꯥꯅꯣꯝ
অধামি,ꯑꯙꯥꯃꯤ
অধার,ꯑꯙꯥꯔ
অধারগা,ꯑꯙꯥꯔꯒꯥ
অধারদা,ꯑꯙꯥꯔꯗꯥ
অধারশিং,ꯑꯙꯥꯔꯁꯤꯡ
অধিকার,ꯑꯙꯤꯀꯥꯔ
অধিকারনি,ꯑꯙꯤꯀꯥꯔꯅꯤ
অধিকারি,ꯑꯙꯤꯀꯥꯔꯤ
অধিকারিগী,ꯑꯙꯤꯀꯥꯔꯤꯒꯤ
অধিকারিনা,ꯑꯙꯤꯀꯥꯔꯤꯅꯥ
অধিকারিবু,ꯑꯙꯤꯀꯥꯔꯤꯕꯨ
অধিকারিময়ুম,ꯑꯙꯤꯀꯥꯔꯤꯝꯌꯨꯝ
অধির,ꯑꯙꯤꯔ
অধিল,ꯑꯙꯤꯜ
অধ্যক্ষ,ꯑꯙ꯭ꯢꯛ꯭ꯁ
অধ্যক্ষগী,ꯑꯙ꯭ꯢꯛ꯭ꯁꯒꯤ
অধ্যক্ষনা,ꯑꯙ꯭ꯢꯛ꯭ꯁꯅꯥ
অধ্যক্ষশিং,ꯑꯙ꯭ꯢꯛ꯭ꯁꯁꯤꯡ
অধ্যক্ষা,ꯑꯙ꯭ꯢꯛ꯭ꯁꯥ
অন,ꯑꯟ
অনং,ꯑꯅꯪ
অনইমপ্লোইমেন্ট,ꯑꯟꯏꯝꯞ꯭ꯜꯣꯢꯃꯦꯟ꯭ꯠ
অনএকাদমিগুম্বা,ꯑꯟꯑꯦꯀꯥꯗꯃꯤꯒꯨꯝ꯭ꯕꯥ
অনওর্গনাইজ,ꯑꯟꯑꯣꯔ꯭ꯒꯅꯥꯢꯖ
অনকপদা,ꯑꯟꯛꯞꯗꯥ
অনকিট,ꯑꯟꯀꯤꯠ
অনকিতা,ꯑꯟꯀꯤꯇꯥ
অনক্পদা,ꯑꯟꯛꯄꯗꯥ
অনচলিক,ꯑꯟꯆꯂꯤꯛ
অনজান,ꯑꯟꯖꯥꯟ
অনজুমান,ꯑꯟꯖꯨꯃꯥꯟ
অনজুমানগী,ꯑꯟꯖꯨꯃꯥꯟꯒꯤ
অনজুমানদা,ꯑꯟꯖꯨꯃꯥꯟꯗꯥ
অনটেদ,ꯑꯟꯇꯦꯗ
অনতাজ,ꯑꯟꯇꯥꯖ
অনতিওদয়া,ꯑꯟꯇꯤꯑꯣꯗꯌꯥ
অনতিল,ꯑꯟꯇꯤꯜ
অনতিলনা,ꯑꯟꯇꯤꯜꯅꯥ
অনতিয়ো,ꯑꯟꯇꯤꯌꯣ
অনত্রিক,ꯑꯟꯠ꯭ꯔꯤꯛ
অনতয়ো,ꯑꯟꯠꯌꯣ
অনদর,ꯑꯟꯗꯔ
অনন্ট,ꯑꯟꯟ꯭ꯠ
অনন্তনাক,ꯑꯟꯟ꯭ꯠꯅꯥꯛ
অনন্তনাগ,ꯑꯟꯟ꯭ꯠꯅꯥꯒ
অনন্দ,ꯑꯟꯟ꯭ꯗ
অনন্দকুমারনা,ꯑꯟꯟ꯭ꯗꯀꯨꯃꯥꯔꯅꯥ
অনন্দগী,ꯑꯟꯟ꯭ꯗꯒꯤ
অনন্দদা,ꯑꯟꯟ꯭ꯗꯗꯥ
অনন্দদিবেন,ꯑꯟꯟ꯭ꯗꯗꯤꯕꯦꯟ
অনন্দনা,ꯑꯟꯟ꯭ꯗꯅꯥ
অনন্দা,ꯑꯟꯟ꯭ꯗꯥ
অনন্দিবেন,ꯑꯟꯟ꯭ꯗꯤꯕꯦꯟ
অনপাক,ꯑꯟꯄꯥꯛ
অনপুরনা,ꯑꯟꯄꯨꯔꯅꯥ
অনবা,ꯑꯟꯕꯥ
অনলোক,ꯑꯟꯂꯣꯛ
অনলোক্কী,ꯑꯟꯂꯣꯛꯀꯤ
অনশু,ꯑꯟꯁꯨ
অনষ্টার,ꯑꯟꯁ꯭ꯠꯥꯔ
অনসম,ꯑꯟꯁꯝ
অনসানগী,ꯑꯟꯁꯥꯟꯒꯤ
অনসু,ꯑꯟꯁꯨ
অনসেক্যুরদ,ꯑꯟꯁꯦꯛ꯭ꯢꯨꯔꯗ
অনা,ꯑꯅꯥ
অনাগী,ꯑꯅꯥꯒꯤ
অনাদলে,ꯑꯅꯥꯗꯂꯦ
অনাদা,ꯑꯅꯥꯗꯥ
অনাবগী,ꯑꯅꯥꯕꯒꯤ
অনাবদগী,ꯑꯅꯥꯕꯗꯒꯤ
অনাবদা,ꯑꯅꯥꯕꯗꯥ
অনাবদুগী,ꯑꯅꯥꯕꯗꯨꯒꯤ
অনাবনচিংবা,ꯑꯅꯥꯕꯟꯆꯤꯡꯕꯥ
অনাবনা,ꯑꯅꯥꯕꯅꯥ
অনাবশিং,ꯑꯅꯥꯕꯁꯤꯡ
অনাবশিংগসু,ꯑꯅꯥꯕꯁꯤꯡꯒꯁꯨ
অনাবশিংগা,ꯑꯅꯥꯕꯁꯤꯡꯒꯥ
অনাবশিংগী,ꯑꯅꯥꯕꯁꯤꯡꯒꯤ
অনাবশিংগীদমক,ꯑꯅꯥꯕꯁꯤꯡꯒꯤꯗꯝꯛ
অনাবশিংদগী,ꯑꯅꯥꯕꯁꯤꯡꯗꯒꯤ
অনাবশিংদসু,ꯑꯅꯥꯕꯁꯤꯡꯗꯁꯨ
অনাবশিংদা,ꯑꯅꯥꯕꯁꯤꯡꯗꯥ
অনাবশিংদি,ꯑꯅꯥꯕꯁꯤꯡꯗꯤ
অনাবশিংনা,ꯑꯅꯥꯕꯁꯤꯡꯅꯥ
অনাবশিংবু,ꯑꯅꯥꯕꯁꯤꯡꯕꯨ
অনাবসি,ꯑꯅꯥꯕꯁꯤ
অনাবা,ꯑꯅꯥꯕꯥ
অনাবীদূ,ꯑꯅꯥꯕꯤꯗꯨ
অনাবীনা,ꯑꯅꯥꯕꯤꯅꯥ
অনামুল্লাহ,ꯑꯅꯥꯃꯨꯜꯂꯥ
অনাল,ꯑꯅꯥꯜ
অনালোক্কী,ꯑꯅꯥꯂꯣꯛꯀꯤ
অনাশিং,ꯑꯅꯥꯁꯤꯡ
অনি,ꯑꯅꯤ
অনিংবদা,ꯑꯅꯤꯡꯕꯗꯥ
অনিংবসিনা,ꯑꯅꯤꯡꯕꯁꯤꯅꯥ
অনিংবা,ꯑꯅꯤꯡꯕꯥ
অনিখক,ꯑꯅꯤꯈꯛ
অনিখক্কী,ꯑꯅꯤꯈꯛꯀꯤ
অনিখক্তমক,ꯑꯅꯤꯈꯛꯇꯃꯀ
অনিখক্তা,ꯑꯅꯤꯈꯛꯇꯥ
অনিখক্তী,ꯑꯅꯤꯈꯛꯇꯤ
অনিগা,ꯑꯅꯤꯒꯥ
অনিগী,ꯑꯅꯤꯒꯤ
অনিগীনা,ꯑꯅꯤꯒꯤꯅꯥ
অনিটা,ꯑꯅꯤꯇꯥ
অনিতমক,ꯑꯅꯤꯠꯝꯛ
অনিতা,ꯑꯅꯤꯇꯥ
অনিদগী,ꯑꯅꯤꯗꯒꯤ
অনিদগীনা,ꯑꯅꯤꯗꯒꯤꯅꯥ
অনিদদি,ꯑꯅꯤꯗꯗꯤ
অনিদনা,ꯑꯅꯤꯗꯅꯥ
অনিদসু,ꯑꯅꯤꯗꯁꯨ
অনিদা,ꯑꯅꯤꯗꯥ
অনিদি,ꯑꯅꯤꯗꯤ
অনিদু,ꯑꯅꯤꯗꯨ
অনিদুগা,ꯑꯅꯤꯗꯨꯒꯥ
অনিদুগী,ꯑꯅꯤꯗꯨꯒꯤ
অনিনসু,ꯑꯅꯤꯟꯁꯨ
অনিনা,ꯑꯅꯤꯅꯥ
অনিনি,ꯑꯅꯤꯅꯤ
অনিনে,ꯑꯅꯤꯅꯦ
অনিবু,ꯑꯅꯤꯕꯨ
অনিমক,ꯑꯅꯤꯝꯛ
অনিমক্কী,ꯑꯅꯤꯝꯛꯀꯤ
অনিমক্তা,ꯑꯅꯤꯝꯛꯇꯥ
অনিমক্নসু,ꯑꯅꯤꯝꯛ꯭ꯟꯁꯨ
অনিমক্না,ꯑꯅꯤꯝꯛ꯭ꯟꯥ
অনিমখাইদগী,ꯑꯅꯤꯝꯈꯥꯢꯗꯒꯤ
অনিমখাইদা,ꯑꯅꯤꯝꯈꯥꯢꯗꯥ
অনিমখায়রোম,ꯑꯅꯤꯝꯈꯥꯢꯔꯣꯝ
অনিমুক্কী,ꯑꯅꯤꯃꯨꯛꯀꯤ
অনিরক,ꯑꯅꯤꯔꯛ
অনিরকশুবনি,ꯑꯅꯤꯔꯛꯁꯨꯕꯅꯤ
অনিরকশুবা,ꯑꯅꯤꯔꯛꯁꯨꯕꯥ
অনিরকসুবনি,ꯑꯅꯤꯔꯛꯁꯨꯕꯅꯤ
অনিরকসুবা,ꯑꯅꯤꯔꯛꯁꯨꯕꯥ
অনিরবন,ꯑꯅꯤꯔꯕꯟ
অনিরোম,ꯑꯅꯤꯔꯣꯝ
অনিরোমগী,ꯑꯅꯤꯔꯣꯝꯒꯤ
অনিরোমদমক,ꯑꯅꯤꯔꯣꯝꯗꯝꯛ
অনিরোমদা,ꯑꯅꯤꯔꯣꯝꯗꯥ
অনিরোমনা,ꯑꯅꯤꯔꯣꯝꯅꯥ
অনিরোমসু,ꯑꯅꯤꯔꯣꯝꯁꯨ
অনিল,ꯑꯅꯤꯜ
অনিশুবদনা,ꯑꯅꯤꯁꯨꯕꯗꯅꯥ
অনিশুবদা,ꯑꯅꯤꯁꯨꯕꯗꯥ
অনিশুবনা,ꯑꯅꯤꯁꯨꯕꯅꯥ
অনিশুবা,ꯑꯅꯤꯁꯨꯕꯥ
অনিসরকসুবা,ꯑꯅꯤꯁꯔꯛꯁꯨꯕꯥ
অনিসিগী,ꯑꯅꯤꯁꯤꯒꯤ
অনিসিদা,ꯑꯅꯤꯁꯤꯗꯥ
অনিসিনা,ꯑꯅꯤꯁꯤꯅꯥ
অনিসিবু,ꯑꯅꯤꯁꯤꯕꯨ
অনিসু,ꯑꯅꯤꯁꯨ
অনিসুনা,ꯑꯅꯤꯁꯨꯅꯥ
অনিসুব,ꯑꯅꯤꯁꯨꯕ
অনিসুবগী,ꯑꯅꯤꯁꯨꯕꯒꯤ
অনিসুবদা,ꯑꯅꯤꯁꯨꯕꯗꯥ
অনিসুবনি,ꯑꯅꯤꯁꯨꯕꯅꯤ
অনিসুবা,ꯑꯅꯤꯁꯨꯕꯥ
অনি০০,ꯑꯅꯤ
অনি০০০,ꯑꯅꯤ
অনি০১২,ꯑꯅꯤ
অনি১,ꯑꯅꯤ
অনি২,ꯑꯅꯤ
অনি৪,ꯑꯅꯤ
অনি৭,ꯑꯅꯤ
অনি৮,ꯑꯅꯤ
অনিৰুসুন্তীগী,ꯑꯅꯤꯨꯁꯨꯟ꯭ꯠꯤꯒꯤ
অনী,ꯑꯅꯤ
অনীংবা,ꯑꯅꯤꯡꯕꯥ
অনীখক,ꯑꯅꯤꯈꯛ
অনীখক্,ꯑꯅꯤꯈꯛ
অনীগা,ꯑꯅꯤꯒꯥ
অনীগী,ꯑꯅꯤꯒꯤ
অনীদং,ꯑꯅꯤꯗꯪ
অনীদগী,ꯑꯅꯤꯗꯒꯤ
অনীদা,ꯑꯅꯤꯗꯥ
অনীদি,ꯑꯅꯤꯗꯤ
অনীদু,ꯑꯅꯤꯗꯨ
অনীদুগী,ꯑꯅꯤꯗꯨꯒꯤ
অনীদুদা,ꯑꯅꯤꯗꯨꯗꯥ
অনীদুদি,ꯑꯅꯤꯗꯨꯗꯤ
অনীদুনা,ꯑꯅꯤꯗꯨꯅꯥ
অনীদুবু,ꯑꯅꯤꯗꯨꯕꯨ
অনীদুসু,ꯑꯅꯤꯗꯨꯁꯨ
অনীদো,ꯑꯅꯤꯗꯣ
অনীনা,ꯑꯅꯤꯅꯥ
অনীবু,ꯑꯅꯤꯕꯨ
অনীবো,ꯑꯅꯤꯕꯣ
অনীমক,ꯑꯅꯤꯝꯛ
অনীমকী,ꯑꯅꯤꯝꯀꯤ
অনীমক্,ꯑꯅꯤꯝꯛ
অনীমক্কী,ꯑꯅꯤꯝꯛꯀꯤ
অনীমক্তগী,ꯑꯅꯤꯝꯛꯇꯒꯤ
অনীমক্তা,ꯑꯅꯤꯝꯛꯇꯥ
অনীমক্না,ꯑꯅꯤꯝꯛ꯭ꯟꯥ
অনীমক্লা,ꯑꯅꯤꯝꯛ꯭ꯜꯥ
অনীরক,ꯑꯅꯤꯔꯛ
অনীরক্,ꯑꯅꯤꯔꯛ
অনীরক্তং,ꯑꯅꯤꯔꯛꯇꯪ
অনীশুবা,ꯑꯅꯤꯁꯨꯕꯥ
অনীসি,ꯑꯅꯤꯁꯤ
অনীসিগী,ꯑꯅꯤꯁꯤꯒꯤ
অনীসু,ꯑꯅꯤꯁꯨ
অনু,ꯑꯅꯨ
অনুজ,ꯑꯅꯨꯖ
অনুপম,ꯑꯅꯨꯞꯝ
অনুপমনা,ꯑꯅꯨꯞꯝꯅꯥ
অনুপামাদি,ꯑꯅꯨꯄꯥꯃꯥꯗꯤ
অনুব,ꯑꯅꯨꯕ
অনুরগা,ꯑꯅꯨꯔꯒꯥ
অনুরাক,ꯑꯅꯨꯔꯥꯛ
অনুরাখ,ꯑꯅꯨꯔꯥꯈ
অনুরাগ,ꯑꯅꯨꯔꯥꯒ
অনুরাগনা,ꯑꯅꯨꯔꯥꯒꯅꯥ
অনেম্বা,ꯑꯅꯦꯝ꯭ꯕꯥ
অনোক,ꯑꯅꯣꯛ
অনৌ,ꯑꯅꯧ
অনৌব,ꯑꯅꯧꯕ
অনৌবশিং,ꯑꯅꯧꯕꯁꯤꯡ
অনৌবা,ꯑꯅꯧꯕꯥ
অনৌবাা,ꯑꯅꯧꯕꯥꯥ
অনৌবী,ꯑꯅꯧꯕꯤ
অন্টরজাতিগী,ꯑꯟ꯭ꯠꯔꯖꯥꯇꯤꯒꯤ
অন্তনাগ,ꯑꯟ꯭ꯠꯅꯥꯒ
অন্তরজাতিগী,ꯑꯟ꯭ꯠꯔꯖꯥꯇꯤꯒꯤ
অন্তাজ,ꯑꯟ꯭ꯠꯥꯖ
অন্তাজখানসু,ꯑꯟ꯭ꯠꯥꯖꯈꯥꯟꯁꯨ
অন্তাজনা,ꯑꯟ꯭ꯠꯥꯖꯅꯥ
অন্তারা,ꯑꯟ꯭ꯠꯥꯔꯥ
অন্তাস,ꯑꯟ꯭ꯠꯥꯁ
অন্তিননা,ꯑꯟ꯭ꯠꯤꯟꯅꯥ
অন্তিল,ꯑꯟ꯭ꯠꯤꯜ
অন্তোদ্যা,ꯑꯟ꯭ꯠꯣꯗ꯭ꯢꯥ
অন্তোদয়া,ꯑꯟ꯭ꯠꯣꯗꯌꯥ
অন্দমান,ꯑꯟ꯭ꯗꯃꯥꯟ
অন্দমান্দ,ꯑꯟ꯭ꯗꯃꯥꯟ꯭ꯗ
অন্দর,ꯑꯟ꯭ꯗꯔ
অন্দরগ্রাউন্দ,ꯑꯟ꯭ꯗꯔꯒ꯭ꯔꯥꯎꯟ꯭ꯗ
অন্দরগ্রাউন্দশিংবু,ꯑꯟ꯭ꯗꯔꯒ꯭ꯔꯥꯎꯟ꯭ꯗꯁꯤꯡꯕꯨ
অন্দরগ্রেজুয়েট,ꯑꯟ꯭ꯗꯔꯒ꯭ꯔꯦꯖꯨꯢꯦꯠ
অন্দরটেক্কিংসকী,ꯑꯟ꯭ꯗꯔꯇꯦꯛꯀꯤꯡꯁꯀꯤ
