অংথা	ꯑꯪꯊꯥ
অভিয়ান	ꯑꯚꯤꯌꯥꯟ
অভিশেখ	ꯑꯚꯤꯁꯦꯈ
অভিসেক	ꯑꯚꯤꯁꯦꯛ
অভিয়ান	ꯑꯚꯤꯌꯥꯟ
অভিয়ানগা	ꯑꯚꯤꯌꯥꯟꯒꯥ
অভিয়ানগী	ꯑꯚꯤꯌꯥꯟꯒꯤ
অভিয়ানচিংবা	ꯑꯚꯤꯌꯥꯟꯆꯤꯡꯕꯥ
অভিয়ানদসু	ꯑꯚꯤꯌꯥꯟꯗꯁꯨ
অভিয়ানসু	ꯑꯚꯤꯌꯥꯟꯁꯨ
অভিয়ান্না	ꯑꯚꯤꯌꯥꯟꯅꯥ
অভিয়াস	ꯑꯚꯤꯌꯥꯁ
অভে	ꯑꯚꯦ
অভৈ	ꯑꯚꯩ
অভয়	ꯑꯚꯌ
অমজু	ꯑꯝꯖꯨ
অমজুগী	ꯑꯝꯖꯨꯒꯤ
অমদা	ꯑꯝꯗꯥ
অমদাগী	ꯑꯝꯗꯥꯒꯤ
অমননি	ꯑꯃꯟꯅꯤ
অমফা	ꯑꯝꯐꯥ
অমবেদক	ꯑꯝꯕꯦꯗꯛ
অমবেদকর	ꯑꯝꯕꯦꯗꯀꯔ
অমবেদকরগী	ꯑꯝꯕꯦꯗꯀꯔꯒꯤ
অমবেদকরদা	ꯑꯝꯕꯦꯗꯀꯔꯗꯥ
অমবেদকরনা	ꯑꯝꯕꯦꯗꯀꯔꯅꯥ
অমব্রেলা	ꯑꯝꯕ꯭ꯔꯦꯂꯥ
অমরজিং	ꯑꯃꯔꯖꯤꯡ
অমরজিৎ	ꯑꯃꯔꯖꯤꯠ
অমরদিনি	ꯑꯃꯔꯗꯤꯅꯤ
অমরদ্বিপ	ꯑꯃꯔꯗ꯭ꯋꯤꯞ
অমরা	ꯑꯝꯔꯥ
অমরিন্দর	ꯑꯝꯔꯤꯟꯗꯔ
অমরিন্দরনা	ꯑꯝꯔꯤꯟꯗꯔꯅꯥ
অমরুট	ꯑꯝꯔꯨꯠ
অমরুত	ꯑꯝꯔꯨꯠ
অমরেমদা	ꯑꯝꯔꯦꯝꯗꯥ
অমরেমাদা	ꯑꯝꯔꯦꯃꯥꯗꯥ
অমরোমদাল	ꯑꯝꯔꯣꯝꯗꯥꯜ
অমর্জিট	ꯑꯃꯔꯖꯤꯠ
অমলা	ꯑꯝꯂꯥ
অমলাপুরমদা	ꯑꯝꯂꯥꯄꯨꯔꯝꯗꯥ
অমস্ত্রোং	ꯑꯝꯁ꯭ꯇ꯭ꯔꯣꯡ
অমাদা	ꯑꯃꯥꯗꯥ
অমান্না	ꯑꯃꯥꯟꯅꯥ
অমারুলাহ	ꯑꯃꯥꯔꯨꯂꯥꯍ
অমার্দ	ꯑꯃꯥꯔ꯭ꯗ
অমালগেসন	ꯑꯃꯥꯜꯒꯦꯁꯟ
অমাৱোভা	ꯑꯃꯥꯋꯣꯚꯥ
অমিক	ꯑꯃꯤꯛ
অমিক্কী	ꯑꯃꯤꯛꯀꯤ
অমিট	ꯑꯃꯤꯠ
অমিত	ꯑꯃꯤꯠ
অমিতাব	ꯑꯃꯤꯇꯥꯕ
অমিনগাউদা	ꯑꯃꯤꯟꯒꯥꯎꯗꯥ
অমিনুল	ꯑꯃꯤꯅꯨꯜ
অমিন্দরনা	ꯑꯃꯤꯟꯗꯔꯅꯥ
অমির	ꯑꯃꯤꯔ
অমিল	ꯑꯃꯤꯂ
অমুকো	ꯑꯃꯨꯀꯣ
অমুকোক	ꯑꯃꯨꯀꯣꯛ
অমুকোগী	ꯑꯃꯨꯀꯣꯒꯤ
অমুকোনচিংবনা	ꯑꯃꯨꯀꯣꯅꯆꯤꯡꯕꯅꯥ
অমুকোনা	ꯑꯃꯨꯀꯣꯅꯥ
অমুর	ꯑꯃꯨꯔ
অমুল	ꯑꯃꯨꯜ
অমুস্নানা	ꯑꯃꯨꯁꯅꯥꯅꯥ
অমৃ	ꯑꯃ꯭ꯔꯤ
অমৃট	ꯑꯃ꯭ꯔꯤꯠ
অমৃটসরগী	ꯑꯃ꯭ꯔꯤꯠꯁꯔꯒꯤ
অমৃটসরদা	ꯑꯃ꯭ꯔꯤꯠꯁꯔꯗꯥ
অমৃত	ꯑꯃ꯭ꯔꯤꯠ
অমৃতসর	ꯑꯃ꯭ꯔꯤꯠꯁꯔ
অমৃতা	ꯑꯃ꯭ꯔꯤꯇꯥ
অমেরিকা	ꯑꯃꯦꯔꯤꯀꯥ
অমেরিকাগী	ꯑꯃꯦꯔꯤꯀꯥꯒꯤ
অমেরিকাদা	ꯑꯃꯦꯔꯤꯀꯥꯗꯥ
অমোভা	ꯑꯃꯣꯚꯥ
অমোল	ꯑꯃꯣꯜ
অমৌ	ꯑꯃꯧ
অমৌগী	ꯑꯃꯧꯒꯤ
অম্পারেন	ꯑꯝꯄꯥꯔꯦꯟ
অম্ফা	ꯑꯝꯐꯥ
অম্ফাদা	ꯑꯝꯐꯥꯗꯥ
অম্বা	ꯑꯝꯕꯥ
অম্বাগী	ꯑꯝꯕꯥꯒꯤ
অম্বানিগী	ꯑꯝꯕꯥꯅꯤꯒꯤ
অম্বিকা	ꯑꯝꯕꯤꯀꯥ
অম্বেদকর	ꯑꯝꯕꯦꯗꯀꯔ
অম্বেদকরগী	ꯑꯝꯕꯦꯗꯀꯔꯒꯤ
অম্বেদকরদা	ꯑꯝꯕꯦꯗꯀꯔꯗꯥ
অম্বেদকরনা	ꯑꯝꯕꯦꯗꯀꯔꯅꯥ
অম্রিত	ꯑꯃ꯭ꯔꯤꯠ
অম্রিততা	ꯑꯃ꯭ꯔꯤꯠꯇꯥ
অম্রিন্দর	ꯑꯃ꯭ꯔꯤꯟꯗꯔ
অম্রিন্দরনা	ꯑꯃ꯭ꯔꯤꯟꯗꯔꯅꯥ
অয়াংপল্লি	ꯑꯌꯥꯡꯄꯜꯂꯤ
অযোদ্যাদা	ꯑꯖꯣꯗ꯭ꯌꯥꯗꯥ
অযোধ্যদা	ꯑꯖꯣꯙ꯭ꯌꯗꯥ
অযোধ্যা	ꯑꯌꯣꯙ꯭ꯌꯥ
অযোধ্যাদা	ꯑꯌꯣꯙ꯭ꯌꯥꯗꯥ
অযো্যাধিয়া	ꯑꯌꯣꯖꯥꯙꯤꯌꯥ
অয্যোধিয়া	ꯑꯌꯣꯙꯤꯌꯥ
অয্যোধিয়াগী	ꯑꯌꯣꯙꯤꯌꯥꯒꯤ
অয্যোধিয়াদা	ꯑꯌꯣꯙꯤꯌꯥꯗꯥ
অয্যোধ্যাদা	ꯑꯌꯣꯙ꯭ꯌꯥꯗꯥ
অরকাইবকী	ꯑꯔꯀꯥꯢꯕꯀꯤ
অরক্রাইপস	ꯑꯔꯀ꯭ꯔꯥꯢꯞꯁ
অরচনা	ꯑꯔꯆꯅꯥ
অরজি	ꯑꯔꯖꯤ
অরজুন	ꯑꯔꯖꯨꯟ
অরজেন্টিনা	ꯑꯔꯖꯦꯟꯇꯤꯅꯥ
অরজেন্টিনাগা	ꯑꯔꯖꯦꯟꯇꯤꯅꯥꯒꯥ
অরজেন্টিনাগী	ꯑꯔꯖꯦꯟꯇꯤꯅꯥꯒꯤ
অরজেন্তিনানা	ꯑꯔꯖꯦꯟꯇꯤꯅꯥꯅꯥ
অরতিনা	ꯑꯔꯇꯤꯅꯥ
অরপিতা	ꯑꯔꯄꯤꯇꯥ
অরপ্তি	ꯑꯔꯞꯇꯤ
অরবান	ꯑꯔꯕꯥꯟ
অরবিত্রেসন	ꯑꯔꯕꯤꯇ꯭ꯔꯦꯁꯟ
অরবিন	ꯑꯔꯕꯤꯟ
অরবিন্দ	ꯑꯔꯕꯤꯟ꯭ꯗ
অরমেনিয়াগী	ꯑꯔꯃꯦꯅꯤꯌꯥꯒꯤ
অরলেকর	ꯑꯔꯂꯦꯀꯔ
অরলেকরবু	ꯑꯔꯂꯦꯀꯔꯕꯨ
অরাঙা	ꯑꯔꯥꯉꯥ
অরাতি	ꯑꯔꯥꯇꯤ
অরাপতি	ꯑꯔꯥꯞꯇꯤ
অরাপতিগী	ꯑꯔꯥꯞꯇꯤꯒꯤ
অরাপতিদা	ꯑꯔꯥꯞꯇꯤꯗꯥ
অরাপ্তি	ꯑꯔꯥꯞꯇꯤ
অরাপ্তিদগী	ꯑꯔꯥꯞꯇꯤꯗꯒꯤ
অরাপ্তিদা	ꯑꯔꯥꯞꯇꯤꯗꯥ
অরাবান	ꯑꯔꯥꯕꯥꯟ
অরাবিকা	ꯑꯔꯥꯕꯤꯀꯥ
অরাবিয়া	ꯑꯔꯥꯕꯤꯌꯥ
অরাবিয়াগী	ꯑꯔꯥꯕꯤꯌꯥꯒꯤ
অরাবিয়াদগী	ꯑꯔꯥꯕꯤꯌꯥꯗꯒꯤ
অরাবিয়ানা	ꯑꯔꯥꯕꯤꯌꯥꯅꯥ
অরাবিয়াবু	ꯑꯔꯥꯕꯤꯌꯥꯕꯨ
অরামবাগতা	ꯑꯔꯥꯝꯕꯥꯒꯇꯥ
অরাম্বম	ꯑꯔꯥꯝꯕꯝ
অরিজ	ꯑꯔꯤꯖ
অরিনদম	ꯑꯔꯤꯟꯗꯝ
অরিন্দম	ꯑꯔꯤꯟꯗꯝ
অরিন্দাম	ꯑꯔꯤꯟꯗꯥꯝ
অরিফ	ꯑꯔꯤꯐ
অরিবম	ꯑꯔꯤꯕꯝ
অরিমদম	ꯑꯔꯤꯝꯗꯝ
অরিমসা	ꯑꯔꯤꯝꯁꯥ
অরিয়া	ꯑꯔꯤꯌꯥ
অরুন	ꯑꯔꯨꯟ
অরুনকুমার	ꯑꯔꯨꯟꯀꯨꯃꯥꯔ
অরুনকুমারনা	ꯑꯔꯨꯟꯀꯨꯃꯥꯔꯅꯥ
অরুনা	ꯑꯔꯨꯅꯥ
অরুনাচল	ꯑꯔꯨꯅꯥꯆꯜ
অরুনাচলদা	ꯑꯔꯨꯅꯥꯆꯜꯗꯥ
অরুন্না	ꯑꯔꯨꯟꯅꯥ
অরোগ্য	ꯑꯔꯣꯒ꯭ꯌ
অরোগ্যা	ꯑꯔꯣꯒ꯭ꯌꯥ
অরোমা	ꯑꯔꯣꯃꯥ
অরোরা	ꯑꯔꯣꯔꯥ
অরোরাগী	ꯑꯔꯣꯔꯥꯒꯤ
অরোরাজনা	ꯑꯔꯣꯔꯥꯖꯅꯥ
অরোরাদা	ꯑꯔꯣꯔꯥꯗꯥ
অরোরানা	ꯑꯔꯣꯔꯥꯅꯥ
অর্কিটেকশিং	ꯑꯔꯀꯤꯇꯦꯀꯁꯤꯡ
অর্চি	ꯑꯔꯆꯤ
অর্জুন	ꯑꯔꯖꯨꯟ
অর্টি	ꯑꯔꯇꯤ
অর্টিসানশিং	ꯑꯔꯇꯤꯁꯥꯟꯁꯤꯡ
অর্থর	ꯑꯔꯊꯔ
অর্থরনা	ꯑꯔꯊꯔꯅꯥ
অর্দর	ꯑꯔꯗꯔ
অর্দরস	ꯑꯔꯗꯔꯁ
অর্দস	ꯑꯔꯗꯁ
অর্বান	ꯑꯔꯕꯥꯟ
অর্বানগী	ꯑꯔꯕꯥꯟꯒꯤ
অর্বিন	ꯑꯔꯕꯤꯟ
অর্মিগী	ꯑꯔꯃꯤꯒꯤ
অল	ꯑꯜ
অলকোলিজম	ꯑꯜꯀꯣꯂꯤꯖꯝ
অলকোহলিক	ꯑꯜꯀꯣꯍꯂꯤꯛ
অলকোহোল	ꯑꯂꯀꯣꯍꯣꯜ
অলজেরিয়াগী	ꯑꯂꯖꯦꯔꯤꯌꯥꯒꯤ
অলতানসেতসগপু	ꯑꯜꯇꯥꯟꯁꯦꯠꯁꯒꯄꯨ
অলতানসেতসেগপু	ꯑꯜꯇꯥꯟꯁꯦꯠꯁꯦꯒꯄꯨ
অলতিমেতম	ꯑꯜꯇꯤꯃꯦꯇꯝ
অলতো	ꯑꯜꯇꯣ
অলপায়ৱালা	ꯑꯜꯄꯥꯢꯋꯥꯂꯥ
অলফা	ꯑꯜꯐꯥ
অলফাগী	ꯑꯜꯐꯥꯒꯤ
অলফিয়া	ꯑꯜꯐꯤꯌꯥ
অলফ্রেত	ꯑꯜꯐ꯭ꯔꯦꯠ
অলফ্রেদ	ꯑꯜꯐ꯭ꯔꯦꯗ
অলবার্ট	ꯑꯜꯕꯥꯔ꯭ꯇ
অলম	ꯑꯂꯝ
অলমন	ꯑꯜꯃꯟ
অলমনা	ꯑꯜꯃꯅꯥ
অলমোরা	ꯑꯜꯃꯣꯔꯥ
অলাগিরিনসু	ꯑꯂꯥꯒꯤꯔꯤꯟꯁꯨ
অলাদাগী	ꯑꯂꯥꯗꯥꯒꯤ
অলাদানা	ꯑꯂꯥꯗꯥꯅꯥ
অলানকিট	ꯑꯂꯥꯟꯀꯤꯠ
অলিগর	ꯑꯂꯤꯒꯔ
অলিগরদা	ꯑꯂꯤꯒꯔꯗꯥ
অলিপুর	ꯑꯂꯤꯄꯨꯔ
অলিয়েভকা	ꯑꯂꯤꯌꯦꯚꯀꯥ
অলেং	ꯑꯂꯦꯡ
অলো	ꯑꯂꯣ
অলোক	ꯑꯂꯣꯛ
অলোগ	ꯑꯂꯣꯒ
অল্ফা	ꯑꯜꯐꯥ
অল্ফাগী	ꯑꯜꯐꯥꯒꯤ
অলৱার	ꯑꯜꯋꯥꯔ
অশাংবম	ꯑꯁꯥꯡꯕꯝ
অশামনা	ꯑꯁꯥꯝꯅꯥ
অশামন্দি	ꯑꯁꯥꯃꯟꯗꯤ
অশুতোস	ꯑꯁꯨꯇꯣꯁ
অশুম্মক	ꯑꯁꯨꯝꯃꯛ
অশ্বনি	ꯑꯁ꯭ꯋꯅꯤ
অশ্বাতা	ꯑꯁ꯭ꯋꯥꯇꯥ
অশ্বানি	ꯑꯁ꯭ꯋꯥꯅꯤ
অশ্রফ	ꯑꯁ꯭ꯔꯐ
অশ্রমদগী	ꯑꯁ꯭ꯔꯝꯗꯒꯤ
অশ্রমদা	ꯑꯁ꯭ꯔꯝꯗꯥ
অশ্রমনা	ꯑꯁ꯭ꯔꯝꯅꯥ
অষ্ট্রেলিয়াগী	ꯑꯁ꯭ꯇ꯭ꯔꯦꯂꯤꯌꯥꯒꯤ
অসব	ꯑꯁꯕ
অসবউদ্দিননা	ꯑꯁꯕꯎꯗꯗꯤꯟꯅꯥ
অসমাগী	ꯑꯁꯃꯥꯒꯤ
অসলে	ꯑꯁꯂꯦ
অসলেক	ꯑꯁꯂꯦꯛ
অসলেঘ	ꯑꯁꯂꯦꯘ
অসাং	ꯑꯁꯥꯡ
অসাউদ্দিন	ꯑꯁꯥꯎꯗꯗꯤꯟ
অসানশোলদা	ꯑꯁꯥꯟꯁꯣꯜꯗꯥ
অসানসোলদা	ꯑꯁꯥꯟꯁꯣꯜꯗꯥ
অসানা	ꯑꯁꯥꯅꯥ
অসাম	ꯑꯁꯥꯝ
অসামগা	ꯑꯁꯥꯝꯒꯥ
অসামগী	ꯑꯁꯥꯝꯒꯤ
অসামগীনা	ꯑꯁꯥꯝꯒꯤꯅꯥ
অসামগীনি	ꯑꯁꯥꯝꯒꯤꯅꯤ
অসামগীসু	ꯑꯁꯥꯝꯒꯤꯁꯨ
অসামদগী	ꯑꯁꯥꯝꯗꯒꯤ
অসামদনা	ꯑꯁꯥꯝꯗꯅꯥ
অসামদসু	ꯑꯁꯥꯝꯗꯁꯨ
অসামদা	ꯑꯁꯥꯝꯗꯥ
অসামনা	ꯑꯁꯥꯝꯅꯥ
অসামবু	ꯑꯁꯥꯝꯕꯨ
অসামলোমদগী	ꯑꯁꯥꯝꯂꯣꯝꯗꯒꯤ
অসামসদা	ꯑꯁꯥꯝꯁꯗꯥ
অসামিজ	ꯑꯁꯥꯃꯤꯖ
অসামীজ	ꯑꯁꯥꯃꯤꯖ
অসায়া	ꯑꯁꯥꯌꯥ
অসাসোলদা	ꯑꯁꯥꯁꯣꯜꯗꯥ
অসিক	ꯑꯁꯤꯛ
অসিগীজিলা	ꯑꯁꯤꯒꯤꯖꯤꯂꯥ
অসিতাবদা	ꯑꯁꯤꯇꯥꯕꯗꯥ
অসিদাবেঙ্ক	ꯑꯁꯤꯗꯥꯕꯦꯡ꯭ꯀ
অসিফ্	ꯑꯁꯤꯐ
অসিল	ꯑꯁꯤꯂ
অসিস	ꯑꯁꯤꯁ
অসিয়ান	ꯑꯁꯤꯌꯥꯟ
অসুক্কী	ꯑꯁꯨꯛꯀꯤ
অসুতোস	ꯑꯁꯨꯇꯣꯁ
অস্তানা	ꯑꯁꯇꯥꯅꯥ
অস্ত্রা	ꯑꯁꯇ꯭ꯔꯥ
অস্বাগন্ধা	ꯑꯁ꯭ꯋꯒꯟꯙꯥ
অস্বিনি	ꯑꯁ꯭ꯋꯤꯅꯤ
অস্বিনিকুমার	ꯑꯁ꯭ꯋꯤꯅꯤꯀꯨꯃꯥꯔ
অস্মা	ꯑꯁꯃꯥ
অস্রম	ꯑꯁ꯭ꯔꯝ
অহনথেম	ꯑꯍꯟꯊꯦꯝ
অহন্থেম	ꯑꯍꯟꯊꯦꯝ
অহবেদমাদকী	ꯑꯍꯕꯦꯗꯃꯥꯗꯀꯤ
অহমগী	ꯑꯍꯝꯒꯤ
অহমদ	ꯑꯍꯃꯗ
অহমদকা	ꯑꯍꯃꯗꯀꯥ
অহমদকী	ꯑꯍꯃꯗꯀꯤ
অহমেদবাদ	ꯑꯍꯃꯦꯗꯕꯥꯗ
অহমেদবাদকী	ꯑꯍꯃꯦꯗꯕꯥꯗꯀꯤ
অহমেদবাদতসু	ꯑꯍꯃꯦꯗꯕꯥꯗꯇꯁꯨ
অহমেদবাদতা	ꯑꯍꯃꯦꯗꯕꯥꯗꯇꯥ
অহমেদবাদনা	ꯑꯍꯃꯦꯗꯕꯥꯗꯅꯥ
অহল্লুপ	ꯑꯍꯜꯂꯨꯞ
অহল্লুপতা	ꯑꯍꯜꯂꯨꯞꯇꯥ
অহল্লুপ্তা	ꯑꯍꯜꯂꯨꯞꯇꯥ
অহামদ	ꯑꯍꯥꯃꯗ
অহামদনগর	ꯑꯍꯥꯃꯗꯅꯒꯔ
অহামদনসু	ꯑꯍꯥꯃꯗꯅꯁꯨ
অহিরনা	ꯑꯍꯤꯔꯅꯥ
অহুই	ꯑꯍꯨꯢ
অহুজানা	ꯑꯍꯨꯖꯥꯅꯥ
অহোংশাংবম	ꯑꯍꯣꯡꯁꯥꯡꯕꯝ
অহোম	ꯑꯍꯣꯝ
অহোমশিংগী	ꯑꯍꯣꯝꯁꯤꯡꯒꯤ
অয়াঙ্পলি	ꯑꯌꯥꯡꯄꯂꯤ
অয়াতোল্লা	ꯑꯌꯥꯇꯣꯜꯂꯥ
অয়ুরবেদ	ꯑꯌꯨꯔꯕꯦꯗ
অয়ুরবেদগী	ꯑꯌꯨꯔꯕꯦꯗꯒꯤ
অয়ুরবেদদা	ꯑꯌꯨꯔꯕꯦꯗꯗꯥ
অয়ুরবেদনা	ꯑꯌꯨꯔꯕꯦꯗꯅꯥ
অয়ুরবেদা	ꯑꯌꯨꯔꯕꯦꯗꯥ
অয়ুরবেদিক্কী	ꯑꯌꯨꯔꯕꯦꯗꯤꯛꯀꯤ
অয়ুসকী	ꯑꯌꯨꯁꯀꯤ
অয়ুসমান	ꯑꯌꯨꯁꯃꯥꯟ
অয়েকপম	ꯑꯌꯦꯛꯄꯝ
অয়োগকী	ꯑꯌꯣꯒꯀꯤ
অয়োগনা	ꯑꯌꯣꯒꯅꯥ
অৱধ	ꯑꯋꯙ
অৱষ্টিনা	ꯑꯋꯁ꯭ꯇꯤꯅꯥ
অৱসথি	ꯑꯋꯁꯊꯤ
অৱাংখুল	ꯑꯋꯥꯡꯈꯨꯜ
অৱাংবৌ	ꯑꯋꯥꯡꯕꯧ
অৱাংবৌনা	ꯑꯋꯥꯡꯕꯧꯅꯥ
অৱাংমতাবদা	ꯑꯋꯥꯡꯃꯇꯥꯕꯗꯥ
অৱাজ	ꯑꯋꯥꯖ
অৱানতিপোরাগী	ꯑꯋꯥꯟꯇꯤꯄꯣꯔꯥꯒꯤ
অৱান্তিপোরাদা	ꯑꯋꯥꯟꯇꯤꯄꯣꯔꯥꯗꯥ
অৱাম	ꯑꯋꯥꯝ
অৱামি	ꯑꯋꯥꯃꯤ
অৱামী	ꯑꯋꯥꯃꯤ
অৱার	ꯑꯋꯥꯔ
অৱারগী	ꯑꯋꯥꯔꯒꯤ
অৱারদা	ꯑꯋꯥꯔꯗꯥ
অৱারশিংদা	ꯑꯋꯥꯔꯁꯤꯡꯗꯥ
অৱাস	ꯑꯋꯥꯁ
অৱুংসি	ꯑꯋꯨꯡꯁꯤ
অৱুংসিনা	ꯑꯋꯨꯡꯁꯤꯅꯥ
আংলোং	ꯑꯥꯡꯂꯣꯡ
আংলোংগী	ꯑꯥꯡꯂꯣꯡꯒꯤ
আই	ꯑꯥꯢ
আইএনএ	ꯑꯥꯢꯑꯦꯟꯑꯦ
আইএনএলদিগী	ꯑꯥꯢꯑꯦꯟꯑꯦꯜꯗꯤꯒꯤ
আইএমনা	ꯑꯥꯢꯑꯦꯝꯅꯥ
আইওএফশিং	ꯑꯥꯢꯑꯣꯑꯦꯐꯁꯤꯡ
আইকোন	ꯑꯥꯢꯀꯣꯟ
আইকোনশিংদা	ꯑꯥꯢꯀꯣꯟꯁꯤꯡꯗꯥ
আইকোনশিংবু	ꯑꯥꯢꯀꯣꯟꯁꯤꯡꯕꯨ
আইকোনিক	ꯑꯥꯢꯀꯣꯅꯤꯛ
আইকোসিয়াম	ꯑꯥꯢꯀꯣꯁꯤꯌꯥꯝ
আইক্রা	ꯑꯥꯢꯀ꯭ꯔꯥ
আইগী	ꯑꯥꯢꯒꯤ
আইগুম্বা	ꯑꯥꯢꯒꯨꯝꯕꯥ
আইজ	ꯑꯥꯢꯖ
আইজাস	ꯑꯥꯢꯖꯥꯁ
আইজিএআর	ꯑꯥꯢꯖꯤꯑꯦꯑꯥꯔ
আইজোল	ꯑꯥꯢꯖꯣꯜ
আইজোলগী	ꯑꯥꯢꯖꯣꯜꯒꯤ
আইজোলদা	ꯑꯥꯢꯖꯣꯜꯗꯥ
আইট	ꯑꯥꯢꯠ
আইটকী	ꯑꯥꯢꯠꯀꯤ
আইটতগী	ꯑꯥꯢꯠꯇꯒꯤ
আইটতা	ꯑꯥꯢꯠꯇꯥ
আইটরিচ	ꯑꯥꯢꯠꯔꯤꯆ
আইটিন	ꯑꯥꯢꯇꯤꯟ
আইটুক	ꯑꯥꯢꯇꯨꯛ
আইতিন	ꯑꯥꯢꯇꯤꯟ
আইতেম	ꯑꯥꯢꯇꯦꯝ
আইতেমশিং	ꯑꯥꯢꯇꯦꯝꯁꯤꯡ
আইদগী	ꯑꯥꯢꯗꯒꯤ
আইদা	ꯑꯥꯢꯗꯥ
আইদিয়া	ꯑꯥꯢꯗꯤꯌꯥ
আইদিয়েল	ꯑꯥꯢꯗꯤꯌꯦꯜ
আইদেক্স	ꯑꯥꯢꯗꯦꯛ꯭ꯁ
আইদেন্টিতি	ꯑꯥꯢꯗꯦꯟꯇꯤꯇꯤ
আইদেন্তি	ꯑꯥꯢꯗꯦꯟꯇꯤ
আইদেন্তিতি	ꯑꯥꯢꯗꯦꯟꯇꯤꯇꯤ
আইদেন্তিফাইদ	ꯑꯥꯢꯗꯦꯟꯇꯤꯐꯥꯢꯗ
আইদেন্তিফিকেসন	ꯑꯥꯢꯗꯦꯟꯇꯤꯐꯤꯀꯦꯁꯟ
আইদেল	ꯑꯥꯢꯗꯦꯜ
আইনিদগী	ꯑꯥꯢꯅꯤꯗꯒꯤ
আইন্তিন	ꯑꯥꯢꯟꯇꯤꯟ
আইফি	ꯑꯥꯢꯐꯤ
আইবা	ꯑꯥꯢꯕꯥ
আইবু	ꯑꯥꯢꯕꯨ
আইমোল	ꯑꯥꯢꯃꯣꯜ
আইরন	ꯑꯥꯢꯔꯟ
আইলেন্দ	ꯑꯥꯢꯂꯦꯟ꯭ꯗ
আইলেন্দগী	ꯑꯥꯢꯂꯦꯟ꯭ꯗꯒꯤ
আইলেন্দদা	ꯑꯥꯢꯂꯦꯟ꯭ꯗꯗꯥ
আইশান	ꯑꯥꯢꯁꯥꯟ
আইশিং	ꯑꯥꯢꯁꯤꯡ
আইশ্বরিয়া	ꯑꯥꯢꯁ꯭ꯋꯔꯤꯌꯥ
আইশ্বারি	ꯑꯥꯢꯁ꯭ꯋꯥꯔꯤ
আইসান	ꯑꯥꯢꯁꯥꯟ
আইসি	ꯑꯥꯢꯁꯤ
আইসোরিয়া	ꯑꯥꯢꯁꯣꯔꯤꯌꯥ
আইসোলেট	ꯑꯥꯢꯁꯣꯂꯦꯠ
আইসোলেসন	ꯑꯥꯢꯁꯣꯂꯦꯁꯟ
আইসোলেসনগী	ꯑꯥꯢꯁꯣꯂꯦꯁꯟꯒꯤ
আইসোলেসনদগী	ꯑꯥꯢꯁꯣꯂꯦꯁꯟꯗꯒꯤ
আইসোলেসনদা	ꯑꯥꯢꯁꯣꯂꯦꯁꯟꯗꯥ
আইয়রলেন্দ	ꯑꯥꯢꯌꯔꯂꯦꯟ꯭ꯗ
আইয়ারলেন্দবু	ꯑꯥꯢꯌꯥꯔꯂꯦꯟ꯭ꯗꯕꯨ
আইয়ুস	ꯑꯥꯢꯌꯨꯁ
আইয়ুসকী	ꯑꯥꯢꯌꯨꯁꯀꯤ
আইয়ুসমান	ꯑꯥꯢꯌꯨꯁꯃꯥꯟ
আইয়োগকী	ꯑꯥꯢꯌꯣꯒꯀꯤ
আইৱা	ꯑꯥꯢꯋꯥ
আউট	ꯑꯥꯎꯠ
আউটতা	ꯑꯥꯎꯠꯇꯥ
আউটপোষ্ট	ꯑꯥꯎꯠꯄꯣꯁ꯭ꯇ
আউটব্রিচ	ꯑꯥꯎꯠꯕ꯭ꯔꯤꯆ
আউটর	ꯑꯥꯎꯇꯔ
আউটরিচ	ꯑꯥꯎꯠꯔꯤꯆ
আউটরিটচ	ꯑꯥꯎꯠꯔꯤꯠꯆ
আউটলুক	ꯑꯥꯎꯠꯂꯨꯛ
আউটলেট	ꯑꯥꯎꯠꯂꯦꯠ
আউটলেটশিং	ꯑꯥꯎꯠꯂꯦꯠꯁꯤꯡ
আউটষ্টেন্দিং	ꯑꯥꯎꯠꯁ꯭ꯇꯦꯟꯗꯤꯡ
আউট্টর	ꯑꯥꯎꯠꯇꯔ
আউরিচ	ꯑꯥꯎꯔꯤꯆ
আউষ্টেন্দিং	ꯑꯥꯎꯁ꯭ꯇꯦꯟꯗꯤꯡ
আওগী	ꯑꯥꯎꯒꯤ
আক	ꯑꯥꯛ
আকশবানি	ꯑꯥꯀꯁꯕꯥꯅꯤ
আকানি	ꯑꯥꯀꯥꯅꯤ
আকানে	ꯑꯥꯀꯥꯅꯦ
আকাশবনি	ꯑꯥꯀꯥꯁꯕꯅꯤ
আকাশবানি	ꯑꯥꯀꯥꯁꯕꯥꯅꯤ
আকাশবানিগা	ꯑꯥꯀꯥꯁꯕꯥꯅꯤꯒꯥ
আকাশবানিগী	ꯑꯥꯀꯥꯁꯕꯥꯅꯤꯒꯤ
আকাশবানিনসু	ꯑꯥꯀꯥꯁꯕꯥꯅꯤꯅꯁꯨ
আকেরিকাগী	ꯑꯥꯀꯦꯔꯤꯀꯥꯒꯤ
আক্সদ	ꯑꯥꯛꯁꯗ
আকয়	ꯑꯥꯀꯌ
আগর	ꯑꯥꯒꯔ
আগরতালা	ꯑꯥꯒꯔꯇꯥꯂꯥ
আগরতালাদা	ꯑꯥꯒꯔꯇꯥꯂꯥꯗꯥ
আগরতালাবু	ꯑꯥꯒꯔꯇꯥꯂꯥꯕꯨ
